sentence,hate,category
এরা কিভাবে দেশে আছে? এদের তাড়াই না কেন? পাগল ছাগলের দল। ইলুমিনাতি এদেশে ঠায় নেই। এদেশ আল্লাহ্ তা আলার উপসনাকারীদের দেশ। ☝��,0,"meme, tiktok and others"
এরা কোন বিচারক।আর জাকিয়া বারিমমর আরও শিখতে হবে।কি ভাবে সবার সাথে কথা বলতে হবে। সেলিব্রিটি দের অনেক ভদ্র এবং সফট হতে হবে।,0,celebrity
এরা কোন যোগ্যতাই বিচারক হয় বুঝতে পারলাম না যারা কোন ভদ্রতা জানে না,0,"meme, tiktok and others"
এরা খারাপ কামের সময় তুই কি খাটের নিচে ছিলি�,0,"meme, tiktok and others"
এরা জংগী নয় মুক্তি সংগ্রামী,0,"meme, tiktok and others"
এরা টাইটেল দেয় কি আর দেখায় কি ফালতু যত্ত সব,0,"meme, tiktok and others"
এরা টাকা নিয়া কাজ করে না টাকা দিবেনা কেউ ভুয়া ওরা,0,"meme, tiktok and others"
এরা তো পরিচালকের বেড সঁঙ্গী হয়ে এই পর্যন্ত এসেছে তা ছাড়া কোন যগ্যতা নাই।,0,"meme, tiktok and others"
এরা তো মুসলিম না হিন্দু এদের বুকে কোন মায়া নাই,0,religious
এরা দুইজন মিল হয়না কেব,0,"meme, tiktok and others"
এরা নকল মুভি ছাড়া অন্য কিছু বানাতে পারে না. এক্টিং দেখে তো...অ্যাকশন দৃশ্য তো এতো ফালতু,0,"meme, tiktok and others"
এরা বলছে এনভিওরন্মেন ট কিন্তু এরা আবার পরিবেশ শব্দটা ইউজ বা ব্যবহার করতে পারে না আপনি লিখুন যে ভাবে পারুন আপনার শময় বাচাতে কিন্তু আপনি আপনারা কেন নিজের ভাষা কে অন্যের ভাষার সাথে মিশিয়ে বলবেন আমি হল্যান্ড এ থাকি বছর আমি আপ্নাদের মত বাংলা ওমন ভাবে বলতে পারি না আজ কিন্তু আমি যখন কথা বলি তখন আমি বাংলাই বলা চেষ্টা করি,0,"crime, personal"
এরা বিচারক হয় কি ভাবে কমপক্ষে অমিতাভ রেজা ভাই ও সোহেল রানা বা আলমগীর হলে মানাযেত,0,"meme, tiktok and others"
এরা বিচারক হয় কেমনে �,0,"meme, tiktok and others"
এরা বিচারকের নামে বেয়াদব,0,"meme, tiktok and others"
এরা মনে হয় গাজা খেয়ে এসেছে,0,"meme, tiktok and others"
এরা মানুষ এর পর্যায় পরে ছি,0,"meme, tiktok and others"
এরা মালায়ণ এদের কোন ধর্ম নেই এরা যা ইচ্ছে তাই করতে পারে এরা মরার পরে হিসাব নিকাস হবে সেটা বিশ্বাস করে না তা না হলে শত বছরের বৃদ্ব বাবাকে এভাবে মারে এদের ধারণা মরার পরে এদের আগুন দিয়ে পুড়িয়ে দিলেই সব মাফ হয়ে যাবে,0,religious
এরা সব কে অনুসরণ করতে ছিল! ��,0,"meme, tiktok and others"
এরা সবাই গুনি সিল্পি কিন্তু এক টা বেয়াদপ মেয়ের জন্য সাফাই গাইছে অপুর কথা বারতা আচার আচরন দেখেও এদের বুঝতে আসুবিধা হচছে আসলে সাকিব সবার সেরা এটা কেউ মেনে নিতে পারছেনা,0,"meme, tiktok and others"
